company_name,url
Thurel Mason Trucking,https://intelliapp.driverapponline.com/c/masontrucking
TRI PAK,https://intelliapp.driverapponline.com/c/tripak
Transport Ventures Inc,https://intelliapp.driverapponline.com/c/transportventuresinc
"DriverSource, Inc",https://intelliapp.driverapponline.com/c/driversource
U.S. Crew Change,https://intelliapp.driverapponline.com/c/uscrewchange
"CMH Transport, Inc",https://intelliapp.driverapponline.com/c/claytonhomes
"WISCO Trucking, Inc.",https://intelliapp.driverapponline.com/c/wiscotrucking
"Direct Transport Services, Inc.",https://intelliapp.driverapponline.com/c/directtransport
Spartan Direct LLC,https://intelliapp.driverapponline.com/c/1742097
Green Mile Logistics,https://intelliapp.driverapponline.com/c/greenmilelogistics
P&B Transportation,https://intelliapp.driverapponline.com/c/pbtransportation
Bennett Truck Transport,https://intelliapp.driverapponline.com/c/bennettint
Barr-Nunn Transportation LLC,https://intelliapp.driverapponline.com/c/barrnunntrans
Suffy Transport,https://intelliapp.driverapponline.com/c/2131044
Nichols Trucking Company,https://intelliapp.driverapponline.com/c/nicholstruckingco
Ramrod Trucking Inc,https://intelliapp.driverapponline.com/c/ramrodtrucking
"Drake Refrigerated Lines, LLC",https://intelliapp.driverapponline.com/c/drakerefrigerated
"Heyl Truck Lines, Inc.",https://intelliapp.driverapponline.com/c/heyl?
"Big Level Trucking, Inc.",https://intelliapp.driverapponline.com/c/bigleveltrucking
Foreway Transportation,https://intelliapp.driverapponline.com/c/forewaytransportation
HEYL Truck Lines Inc. (ND),https://intelliapp.driverapponline.com/c/heylnd
Destiny Transportation,https://intelliapp.driverapponline.com/c/destinyltl
"Bob's Moraine Trucking, Inc.",https://intelliapp.driverapponline.com/c/258617
Dot-Line Transportation,https://intelliapp.driverapponline.com/c/dotline
Wise Logistics Inc.,https://intelliapp.driverapponline.com/c/wiselogistics
intelliapp2.driverapponline.com,https://intelliapp.driverapponline.com/c/complog
St. James Transports LLC,https://intelliapp.driverapponline.com/c/stjamestransports
Shippers Preferred Express Inc. (ND),https://intelliapp.driverapponline.com/c/spxincnd
"TransWood, Inc. (ND)",https://intelliapp.driverapponline.com/c/transwoodnd
Balic Transport Inc.,https://intelliapp.driverapponline.com/c/balictransportinc
American Road Lines,https://intelliapp.driverapponline.com/c/arlinc
intelliapp2.driverapponline.com,https://intelliapp.driverapponline.com/c/1466622
The Sherwin-Williams Company,https://intelliapp.driverapponline.com/c/sherwin
"D&A McRae, Inc (ND)",https://intelliapp.driverapponline.com/c/mcraend
"Cowen Truck Line, Inc (ND)",https://intelliapp.driverapponline.com/c/cowentrucklinend
TRY TRUCKING LLC,https://intelliapp.driverapponline.com/c/1992757
Terminal Consolidation Co.,https://intelliapp.driverapponline.com/c/terminalconsolidationco
"Southern Freight Services, Inc.",https://intelliapp.driverapponline.com/c/loadsfs
"Midwest Transport, Inc.",https://intelliapp.driverapponline.com/c/mwtransport
American West Worldwide,https://intelliapp.driverapponline.com/c/americanwest
Fortune Carriers Inc,https://intelliapp.driverapponline.com/c/fortunecarriersinc
SIDCO,https://intelliapp.driverapponline.com/c/sidco
"Trimac Transportation, Inc.",https://intelliapp.driverapponline.com/c/trimac
AJR Trucking,https://intelliapp.driverapponline.com/c/ajrtrucking
"Savannah Transport, Inc.",https://intelliapp.driverapponline.com/c/hoytstc
Keystone Petroleum Transport,https://intelliapp.driverapponline.com/c/keystonepet
Manhattan Redi Mix Industries,https://intelliapp.driverapponline.com/c/manhattanredimixindustries
Four Ways Cargo Inc,https://intelliapp.driverapponline.com/c/fourwayscargo
Sturgeon Transport Inc,https://intelliapp.driverapponline.com/c/sturgeontransportllc
"Southwest, LLC",https://intelliapp.driverapponline.com/c/southwestllc
Autobahn Freight Lines,https://intelliapp.driverapponline.com/c/autobahnfreightlines
"TransWood, Inc.",https://intelliapp.driverapponline.com/c/transwood
Port City Transportation,https://intelliapp.driverapponline.com/c/portcitytrans
Deepwell Equipment Rentals LLC,https://intelliapp.driverapponline.com/c/deepwellrentals
AG Transport LLC,https://intelliapp.driverapponline.com/c/1575218
Five Star Transport,https://intelliapp.driverapponline.com/c/fivestar
Flatbed Express Inc,https://intelliapp.driverapponline.com/c/flatbedexpress
Mid-Con Carriers Corp.,https://intelliapp.driverapponline.com/c/midconcarriers
Mile Hi Companies,https://intelliapp.driverapponline.com/c/milehicompanies
Sherman Brothers Trucking,https://intelliapp.driverapponline.com/c/shermanbros
"Kentucky Container Service, Inc.",https://intelliapp.driverapponline.com/c/kentuckycontainer
"CMAC Transportation, LLC.",https://intelliapp.driverapponline.com/c/cmactrans
Hunter Express US LLC,https://intelliapp.driverapponline.com/c/160651
Joyride Logistics LLC,https://intelliapp.driverapponline.com/c/joyridelogistics
HLB Transportation Services,https://intelliapp.driverapponline.com/c/hlbtrans
"TAK Trucking, Inc.",https://intelliapp.driverapponline.com/c/taktrucking
"Freight Logistics, Inc",https://intelliapp.driverapponline.com/c/flitrans
"Williams Logistics, Inc.",https://intelliapp.driverapponline.com/c/williamslogisticsinc
URS Fleet Drivers,https://intelliapp.driverapponline.com/c/unitedroadfd
Hampton Jitney (ND),https://intelliapp.driverapponline.com/c/hamptonjitneynd
Metro Transport Services LLC,https://intelliapp.driverapponline.com/c/2579944
Square One Transport - intelliapp2.driverapponline.com,https://intelliapp.driverapponline.com/c/squareonetransport
SBS Transportation LLC,https://intelliapp.driverapponline.com/c/1635547
Avensis Energy Services LLC,https://intelliapp.driverapponline.com/c/avensisenergyllc
"Jeff Foster Trucking, Inc.",https://intelliapp.driverapponline.com/c/jefffoster
"Venezia Transport, Inc. (ND)",https://intelliapp.driverapponline.com/c/veneziaincnd
France Delivery Systems,https://intelliapp.driverapponline.com/c/francedelivery
Pb freight,https://intelliapp.driverapponline.com/c/2613699
Caledonia Haulers,https://intelliapp.driverapponline.com/c/caledoniahaulers
OptiX LLC,https://intelliapp.driverapponline.com/c/optixllc
Linde Inc,https://intelliapp.driverapponline.com/c/linde
RIZK TRANSPORTATION (Mechanic),https://intelliapp.driverapponline.com/c/rizkindustriesmechanic
JR3 Transports LLC,https://intelliapp.driverapponline.com/c/2394827
"Pulido Transport, LP",https://intelliapp.driverapponline.com/c/pulidotransport
RoadOne IntermodaLogistics,https://intelliapp.driverapponline.com/c/roadlink
TransAm Trucking Inc.,https://intelliapp.driverapponline.com/c/transam
American Linehaul,https://intelliapp.driverapponline.com/c/americanlinehaul
Royal Trucking Company,https://intelliapp.driverapponline.com/c/rtcna
Ceko INC,https://intelliapp.driverapponline.com/c/2343062
GES - intelliapp2.driverapponline.com,https://intelliapp.driverapponline.com/c/globalexpospecialists
ARL Network,https://intelliapp.driverapponline.com/c/arltransport?rcorp
"Tri-State Expedited Service, Inc.",https://intelliapp.driverapponline.com/c/tristateexp?r
"Apache Logistics, Inc.",https://intelliapp.driverapponline.com/c/apachelogistics?r
Circle Transportation,https://intelliapp.driverapponline.com/c/circlelog?rFastport
Allied Building Stores,https://intelliapp.driverapponline.com/c/abs-link
RT&T Enterprises Inc.,https://intelliapp.driverapponline.com/c/rtandtenterprises?rJIT
"Transportation Concepts, Inc. (TCI)",https://intelliapp.driverapponline.com/c/tcitrans?active_job_id=23681
OMNI Environmental Solutions (ND),https://intelliapp.driverapponline.com/c/omnienergynd?active_job_id=50867
Combined Transport Inc.,https://intelliapp.driverapponline.com/c/combinedtrans?r=newwebsite
"Fremont Contract Carriers, Inc",https://intelliapp.driverapponline.com/c/fcc?uri_b=ia_fcc_580735089
"K&B Transportation, Inc. (AB)",https://intelliapp.driverapponline.com/c/kbtransab?r=drivekbtyson
"Gully Transportation, Inc.",https://intelliapp.driverapponline.com/c/gullytransportation?r=Danya
Evans Delivery Company,https://intelliapp.driverapponline.com/c/evansdeliverycompany?cq_330707=MRH
Dealers' Choice Truckaway System ...,https://intelliapp.driverapponline.com/c/truckmovers?uri_b=ia_truckmovers_669373071
A. Duie Pyle,https://intelliapp.driverapponline.com/c/aduiepyle?r=FBDEDNJRAPORB
Staffmark Drivers,https://intelliapp.driverapponline.com/c/staffmark?cq_1095899=1788970
"Pulido Transport, LP",https://intelliapp.driverapponline.com/c/pulidotransport?uri_b=ia_pulidotransport_83470547
"Dick Lavy Trucking, Inc.",https://intelliapp.driverapponline.com/c/dicklavy?r=everytruckjob
"Duncan Trucking LTD OBO Duncan & Son Lines, Inc.",https://intelliapp.driverapponline.com/c/duncanandson?uri_b=ia_duncanandson_764148634
"Landair Transport, Inc",https://intelliapp.driverapponline.com/c/landair?r=lf_direct
Group One - A Division of Lone Star ...,https://intelliapp.driverapponline.com/c/groupone?uri_b=ia_groupone_521909305
"Karl's Transport, Inc.",https://intelliapp.driverapponline.com/c/karlstrans?uri_b=ia_karlstrans_1105919487
G&D Integrated,https://intelliapp.driverapponline.com/c/gdintegrated?uri_b=ia_gdintegrated_655577675
"Ace Heavy Haul, LLC",https://intelliapp.driverapponline.com/c/aceheavyhaul?uri_b=ia_aceheavyhaul_1530920026
"Navajo Express, Inc.",https://intelliapp.driverapponline.com/c/navajo?r=hiringdriversnow
TX Loadrunners,https://intelliapp.driverapponline.com/c/mobcarriers?uri_b=ia_mobcarriers_946267506
"Lazer Spot, Inc.",https://intelliapp.driverapponline.com/c/lazerspot?r=LS_Facebook
Whiteline Express Ltd,https://intelliapp.driverapponline.com/c/whitelineexp?r=hiringdriversnow
"PB Industries, Inc",https://intelliapp.driverapponline.com/c/pbindus?r=VitoTenstreet
"Trans-System, Inc.",https://intelliapp.driverapponline.com/c/tsystem?r=LACED_TWT_Experienced_EveryTruckJob_Intelliapp
Staffmark Drivers,https://intelliapp.driverapponline.com/c/staffmark?cq_1095899=1797379
AJR Trucking,https://intelliapp.driverapponline.com/c/ajrtrucking?r=DenverJob
"Hoekstra Transportation, LLC",https://intelliapp.driverapponline.com/c/hoekstra?uri_b=ia_hoekstra_87744690
RAKMARK INC,https://intelliapp.driverapponline.com/c/rakmarkinc?uri_b=ia_rakmarkinc_343564293
"TA Dedicated, Inc",https://intelliapp.driverapponline.com/c/transportamerica?r=CDLLife_142456_3MRegionalSolo
"Sentinel Transportation, LLC (ND)",https://intelliapp.driverapponline.com/c/sentinelnd?r=jobviewonline_WilmingtonDE_BIT
"Trimac Transportation, Ltd",https://intelliapp.driverapponline.com/c/trimaccn?r=leadflex
Hoker Trucking,https://intelliapp.driverapponline.com/c/hokertrucking?uri_b=ia_hokertrucking_1765360111
"Trimac Transportation, Inc.",https://intelliapp.driverapponline.com/c/trimac?jr_id=254236
Performance Team (SH),https://intelliapp.driverapponline.com/c/performanceteamsubhaulers?r=Emilio
"Sterling Transportation Services, Inc.",https://intelliapp.driverapponline.com/c/sterlingtrans?active_job_id=20340
CEVA (CL),https://intelliapp.driverapponline.com/c/cevacl?r=clmtjulietappfeeder
"OEP Holdings, LLC/MVT Services ...",https://intelliapp.driverapponline.com/c/oep?r=TylerCLLAREDO
Thomas Concrete Inc. (ND),https://intelliapp.driverapponline.com/c/thomasconcretend?r=TCWebsite
Bulkmatic LLC,https://intelliapp.driverapponline.com/c/bulkmatic?jr_id=41422
Staffmark Drivers,https://intelliapp.driverapponline.com/c/staffmark?cq_1095899=1782953
American Trucking Group,https://intelliapp.driverapponline.com/c/americantruckinggroup?r=ATG_OpenJobs_815
"R.B. Stewart Petroleum Products, Inc.",https://intelliapp.driverapponline.com/c/rbstewartpetro?active_job_id=62229
"Epes Transport System, LLC.",https://intelliapp.driverapponline.com/c/epestransport?r=Epescorporate
"Greater Omaha Express, LLC",https://intelliapp.driverapponline.com/c/greateromahaexp?r=NewsLetterV1
"KAS Staffing, LTD",https://intelliapp.driverapponline.com/c/kasstaffing?r=kasDriver
Transportation Services Inc,https://intelliapp.driverapponline.com/c/transservice?r=CDLBOARDS
"TA Dedicated, Inc",https://intelliapp.driverapponline.com/c/transportamerica?r=CDLLife_3M_Teams
"The McCoy Group, Inc. (ND)",https://intelliapp.driverapponline.com/c/mccoygroupnd?r=FLNDFacebook
Bennett DriveAway,https://intelliapp.driverapponline.com/c/bennettdriveaway?r=Drive4Bennett
"Navajo Express, Inc.",https://intelliapp.driverapponline.com/c/navajo?uri_b=ia_navajo_824149588
System Freight Inc.,https://intelliapp.driverapponline.com/c/systemfreight?r=CDL_MiddleNY1
"Sentinel Transportation, LLC",https://intelliapp.driverapponline.com/c/sentinel?r=jobviewonline_LakesCharlesLA_Crude
Bennett Heavy & Specialized,https://intelliapp.driverapponline.com/c/bennettbhav?uri_b=ia_bennettbhav_987496426
DMT,https://intelliapp.driverapponline.com/c/dmosley?r=CDLLife_FlatbedMicro
"TCI Transportation Services, Inc.",https://intelliapp.driverapponline.com/c/tcitranserv?active_job_id=52948
"KLLM Transport Services, LLC",https://intelliapp.driverapponline.com/c/kllm?r=kllmjobboardchicagointermodal
KLLM Driving Academy Inc.,https://intelliapp.driverapponline.com/c/kllmdrivingacademy?r=kllmjobboardstudentiowa
"Trimac Transportation, Inc.",https://intelliapp.driverapponline.com/c/trimac?jr_id=247534
"TransForce, Inc.",https://intelliapp.driverapponline.com/c/transforce?r=RPCL307995
"Sunstate Carriers, Inc.",https://intelliapp.driverapponline.com/c/sunstatecarr?r=CDLLife
D1 Transporters LLC,https://intelliapp.driverapponline.com/c/1688878?uri_b=ia_1688878_1468449380
John Christner Trucking,https://intelliapp.driverapponline.com/c/johnchristnertrucking?r=CDLLife_East_OO
Endurance Environmental Solutions ...,https://intelliapp.driverapponline.com/c/enduranceenviro?active_job_id=36414
Fortiline Logistics Solutions,https://intelliapp.driverapponline.com/c/fortilinelogistics?uri_b=ia
"Twin City Transportation, Inc.",https://intelliapp.driverapponline.com/c/twincitytrans?uri_b=ia_twincitytrans_483962824
"Transportation Concepts, Inc. (TCI)",https://intelliapp.driverapponline.com/c/tcitrans?active_job_id=50657
TCI Leasing and Rental,https://intelliapp.driverapponline.com/c/tcileasing?active_job_id=60785
"Mohawk Industries, Inc.",https://intelliapp.driverapponline.com/c/mohawk?active_job_id=74489
A. Duie Pyle,https://intelliapp.driverapponline.com/c/aduiepyle?r=WSdedorganic
American Trucking Group,https://intelliapp.driverapponline.com/c/americantruckinggroup?r=ATG_OpenJobs_819
SCHENKER (US Land Transport),https://intelliapp.driverapponline.com/c/usatruck?r=CDLLife_Dedicated_IL_Teams
"La-Z-Boy Logistics, Inc.",https://intelliapp.driverapponline.com/c/englandfurniture?uri_b=ia_englandfurniture_2063808521
Highway Transport Chemical LLC,https://intelliapp.driverapponline.com/c/hwytrans?r=CDLLife_HighwayTransport_Direct_Knoxville_Reg
"Lazer Spot, Inc.",https://intelliapp.driverapponline.com/c/lazerspot?jr_id=261358&
"Dynamic Transit Company, Inc.",https://intelliapp.driverapponline.com/c/dynamic?r=mats_retargeting
Palmetto Diesel Towing & Recovery LLC,https://intelliapp.driverapponline.com/c/palmettodiesel?uri_b=ia_palmettodiesel_2137688394
"Ascend Transportation, LLC",https://intelliapp.driverapponline.com/c/ascendtrans?r=website
Elite Carriers LLC,https://intelliapp.driverapponline.com/c/elitecarriers?uri_b=ia_elitecarriers_24401657
"Copeland Trucking, Inc.",https://intelliapp.driverapponline.com/c/copelandtrucking?uri_b=ia_copelandtrucking_992258209
Evans Delivery Company,https://intelliapp.driverapponline.com/c/evansdeliverycompany?cq_330707=QMX
"Go-To Transport, Inc",https://intelliapp.driverapponline.com/c/gototrans?=everytruckjob
US Special Delivery,https://intelliapp.driverapponline.com/c/usspecialdel?uri_b=ia_usspecialdel_477564698
"Southern Mail Service, Inc",https://intelliapp.driverapponline.com/c/southernmail?uri_b=ia_southernmail_322654301
Westmore Carriers,https://intelliapp.driverapponline.com/c/westmorecarriers?r=CDLLife_Aurora_Madison
Daily Direct LLC/HaulBikes.com,https://intelliapp.driverapponline.com/c/dailydirectllchaulbikes?uri_b=ia_dailydirectllchaulbikes_10528334
Dart Network Contractor,https://intelliapp.driverapponline.com/c/mainstream?r=cdllife
KLB East,https://intelliapp.driverapponline.com/c/klb_east?r=lease2klb
"Lazer Spot, Inc.",https://intelliapp.driverapponline.com/c/lazerspot?jr_id=262958&
"Gulf Winds International, Inc.",https://intelliapp.driverapponline.com/c/gwii?r=landingpageBaltimore
"B & B Trucking, Inc. (ND)",https://intelliapp.driverapponline.com/c/bandbtruckingnd?uri_b=ia_bandbtruckingnd_84897157
Wanship Transportation,https://intelliapp.driverapponline.com/c/wanship?r=CDLLife_Casual
Wanship Transportation,https://intelliapp.driverapponline.com/c/wanship?r=CDLLife_Casual
Dot-Line Transportation,https://intelliapp.driverapponline.com/c/dotline?uri_b=ia_dotline_168275799
"T.S. Boyd Grain, Inc.",https://intelliapp.driverapponline.com/c/boydgrain?uri_b=ia_boydgrain_1209351301
Norton Transport,https://intelliapp.driverapponline.com/c/nortontransport?r=web
Dupre' Logistics,https://intelliapp.driverapponline.com/c/duprelogistics?active_job_id=52038
FedEx Custom Critical Inc.,https://intelliapp.driverapponline.com/c/fedexcc?r=jobviewonline_Contractor_Team
Kane Transport,https://intelliapp.driverapponline.com/c/kanetransport?uri_b=ia_kanetransport_1463224418
EVO Transportation,https://intelliapp.driverapponline.com/c/evotrans?uri_b=ia_evotrans_1308622421
Riverside Transportation Inc,https://intelliapp.driverapponline.com/c/riversidetrans?r=CDLLIFETARTOP
Evans Delivery Company,https://intelliapp.driverapponline.com/c/evansdeliverycompany?cq_330707=CCS
Styline Logistics,https://intelliapp.driverapponline.com/c/stylinelogistics?r=indeed
FirstExpress (Non-Driver),https://intelliapp.driverapponline.com/c/firstexpressmech?uri_b=ia_firstexpressmech_467925413
Bennett Motor Express,https://intelliapp.driverapponline.com/c/bennettmotor?r=med012_bme
"Holland Enterprises, LLC.",https://intelliapp.driverapponline.com/c/hollandent?r=CDLLife
TFA Logistics - East,https://intelliapp.driverapponline.com/c/coxtransportation?uri_b=ia_coxtransportation_1663944963
"Sisbro, Inc.",https://intelliapp.driverapponline.com/c/sisbro?uri_b=ia_sisbro_1294355648
Evans Delivery Company,https://intelliapp.driverapponline.com/c/evansdeliverycompany?cq_330707=XFB
Hodges Logistics LLC,https://intelliapp.driverapponline.com/c/hodgeslogistics?uri_b=ia_hodgeslogistics_885016414
thyssenkrupp Supply Chain Services,https://intelliapp.driverapponline.com/c/thyssenkrupp?r=FATjAuburnWA
"Lazer Spot, Inc.",https://intelliapp.driverapponline.com/c/lazerspot?r=WinchesterEvent
Hodges Logistics LLC,https://intelliapp.driverapponline.com/c/hodgeslogistics?uri_b=ia_hodgeslogistics_885016414
thyssenkrupp Supply Chain Services,https://intelliapp.driverapponline.com/c/thyssenkrupp?r=FATjAuburnWA
"Lazer Spot, Inc.",https://intelliapp.driverapponline.com/c/lazerspot?r=WinchesterEvent
SCHENKER (US Land Transport),https://intelliapp.driverapponline.com/c/usatruck?r=lf_direct
ITS Logistics LLC.,https://intelliapp.driverapponline.com/c/itslogistics?r=cdllife_Q125
Cargo Runner Co.,https://intelliapp.driverapponline.com/c/cargorunnerco?uri_b=ia_cargorunnerco_1898011372
Gurman Trucking,https://intelliapp.driverapponline.com/c/gurmantrucking?uri_b=ia_gurmantrucking_1940303385
SCHENKER (US Land Transport),https://intelliapp.driverapponline.com/c/usatruck?r=CDLLife_Dedicated_IL
Saia LTL Freight,https://intelliapp.driverapponline.com/c/saia?uri_b=ia_saia_1138080153
"Lazer Spot, Inc.",https://intelliapp.driverapponline.com/c/lazerspot?jr_id=255853&
"Robbie D. Wood, Inc. - intelliapp2.driverapponline.com",https://intelliapp.driverapponline.com/c/robbiedwood?uri_b=ia_robbiedwood_1026063518
Rush Expediting Inc.,https://intelliapp.driverapponline.com/c/rushexpediting?active_job_id=76908
"Transco Lines, Inc",https://intelliapp.driverapponline.com/c/transcolines?uri_b=ia_transcolines_664785149
"Ashley Distribution Services, LTD ...",https://intelliapp.driverapponline.com/c/ashleydist?r=leadflex
Class A Recruiting,https://intelliapp.driverapponline.com/c/classarecruiting?r=kevinIDetails
Diversified Transfer & Storage Inc.,https://intelliapp.driverapponline.com/c/diversifiedtrans?uri_b=ia_diversifiedtrans_1026494138
"Special Delivery Xpress, Inc./SDX",https://intelliapp.driverapponline.com/c/sdxtrucking?uri_b=ia_sdxtrucking_2036932304
intelliapp2.driverapponline.com,https://intelliapp.driverapponline.com/c/onlinetrans?r=lf_direct
Dupre' Logistics,https://intelliapp.driverapponline.com/c/duprelogistics?active_job_id=52465
